Player,MeanSpacing,UniqueECO_SubCat,UniqueECO_Cat,MostFrequentECO_Cat,MostFrequentECO_Cat_Frequency,EloChange,MostFrequentECO_Cat_Frequency_Quartile,MeanSpacing_Quartile
reactor,30521.3673469388,14,4,B,0.6,-41,4,2
reactorpj,33812.6530612245,17,3,A,0.44,47,2,3
real_Bekzat,39603.5918367347,6,2,A,0.68,53,4,3
real_manbearpig,23287.1428571429,17,4,B,0.64,-6,4,1
really_nice_guy,33614.4897959184,26,4,C,0.54,38,3,3
reallydamngood,30395.4285714286,20,4,B,0.44,-75,2,2
reallyquitebad,28143.1224489796,25,4,C,0.48,-63,2,2
realocalteam,20422.5510204082,15,4,A,0.6,-35,4,1
rebic333,52949.8163265306,26,5,D,0.42,-27,2,4
rechieyba,42987.9183673469,30,4,A,0.42,-197,2,4
rechivaldo,26622.5102040816,19,5,C,0.66,9,4,2
recobah,11673.9795918367,29,4,B,0.6,13,4,1
red_cr7,52205.3469387755,19,4,C,0.44,-147,2,4
reda1212,37045.3469387755,5,2,A,0.68,-20,4,3
redahb,30204.5714285714,16,4,C,0.6,71,4,2
redballs,19444.5102040816,25,4,B,0.54,-49,3,1
reddoor,27359.2040816327,28,6,A,0.56,-46,3,2
redgram,42486.0408163265,24,4,C,0.56,9,3,4
redhat0,21689.7142857143,24,5,C,0.38,-49,1,1
redkuk,37579.7346938775,22,3,B,0.72,99,4,3
redsnake88,41724,24,4,C,0.64,40,4,4
regamus,21110.2653061224,23,4,C,0.38,-19,1,1
regimon,19380.0612244898,29,5,C,0.44,43,2,1
regioking,41755.4489795918,26,4,B,0.54,28,3,4
registrador,24145.0816326531,20,4,C,0.52,-35,3,1
regotun,32287.306122449,26,4,C,0.4,-13,1,2
rehaf,29895.0408163265,27,4,C,0.6,4,4,2
rei49,21338.5510204082,7,2,A,0.52,-37,3,1
reidelemanuel,49355.0816326531,23,4,C,0.5,-1,3,4
reimoro,26859.0204081633,10,4,A,0.42,47,2,2
reingoer,49641.0408163265,31,4,D,0.32,-35,1,4
rekab31,38767.4489795918,24,5,C,0.58,-4,4,3
relentless123,23877.1020408163,10,2,A,0.64,71,4,1
relexion03,29689.612244898,26,5,C,0.62,-45,4,2
reloaded2000,35178.9183673469,25,4,C,0.5,74,3,3
remalek,52330.7551020408,21,4,C,0.5,-26,3,4
remarintia,34141.2448979592,32,5,A,0.36,73,1,3
rembest,47726.3673469388,22,4,C,0.58,101,4,4
remigiomontag,22150.387755102,24,4,B,0.54,92,3,1
reminder_3,15809.9387755102,22,5,C,0.56,-4,3,1
renatherion,28811.5306122449,27,5,B,0.4,-197,1,2
renatox,28009.4081632653,31,4,B,0.5,60,3,2
rendi18,48336.4693877551,32,5,C,0.54,0,3,4
rendrag,42795.612244898,22,2,A,0.66,58,4,4
renegrub,24318.2040816327,27,5,A,0.38,59,1,1
renelev,16669.9387755102,23,4,B,0.56,-26,3,1
renezieck,42213.0612244898,31,5,B,0.42,-14,2,4
renichess06,47594.1428571429,33,5,A,0.4,49,1,4
renzo14,46630.2448979592,37,4,B,0.44,-37,2,4
requie,46822.5102040816,23,4,B,0.66,-105,4,4
rergenc,33538.5102040816,22,4,C,0.46,40,2,3
res10,19438.1632653061,8,3,A,0.5,7,3,1
resad1928,26419.4081632653,20,4,C,0.48,0,2,2
resh01,30393.7551020408,5,3,A,0.68,-29,4,2
reskator9,40539.3265306122,31,4,B,0.42,-49,2,3
resol2,31498.8163265306,20,3,C,0.52,44,3,2
respawn11,47673.4081632653,32,6,B,0.38,-47,1,4
respirianisme,48648,22,5,B,0.34,132,1,4
respublicano,30065.6326530612,26,4,C,0.68,50,4,2
restecalme,39557.6734693878,30,4,C,0.5,-4,3,3
resull_74,28273.0408163265,24,5,A,0.5,115,3,2
reti-gg,31638.7551020408,16,3,A,0.7,17,4,2
retro__god,22962.6530612245,27,4,C,0.66,-2,4,1
retroempire,40986.1224489796,26,4,B,0.48,9,2,3
retrophoebia,35227.2653061225,17,5,B,0.38,-26,1,3
retti121312,32018.0612244898,21,4,C,0.38,-18,1,2
revilzero,32850.2448979592,15,3,A,0.42,10,2,2
revref,18120.612244898,30,4,B,0.4,173,1,1
rexbishop,35495.7755102041,20,3,D,0.4,-35,1,3
rexhep-86,24211.7959183673,25,4,C,0.68,-36,4,1
rexmilitis87,51111.0204081633,32,4,C,0.56,95,3,4
rexpeita,47605.1020408163,35,5,B,0.56,-14,3,4
rexrexrex,28462.5714285714,29,4,C,0.5,19,3,2
rey95j,34407.5102040816,23,4,C,0.5,-33,3,3
reyataca,21801.2857142857,35,5,C,0.44,117,2,1
reylopezmalaga,19527.4897959184,22,4,D,0.38,8,1,1
reymon27,47393.3469387755,28,5,A,0.38,81,1,4
reyvaj63,49341.4489795918,28,5,C,0.46,11,2,4
reza1132,32684.8367346939,23,3,C,0.46,26,2,2
reza13761997,46285.612244898,29,4,D,0.4,11,1,4
reza2014,26584.0816326531,28,4,D,0.38,49,1,2
reza3661,35194.7346938775,18,4,C,0.7,-17,4,3
reza4040,40223.9795918367,13,4,B,0.64,15,4,3
reza545,28144.9591836735,23,4,C,0.64,-31,4,2
reza73p,35560.4897959184,6,2,A,0.74,-82,4,3
reza_almasi,31696.5306122449,18,3,D,0.4,55,1,2
reza_bayat,37860.3673469388,10,4,D,0.48,-46,2,3
rezabahrami,30809.1632653061,32,4,B,0.4,-94,1,2
rezamilani450,7095.16326530612,22,3,C,0.56,71,3,1
rezamirzavi46,23600.7142857143,31,5,C,0.5,-39,3,1
rezasalehisalmi,29962.6326530612,13,4,B,0.46,-56,2,2
rezasharifnia1344,34413.9183673469,18,4,A,0.38,61,1,3
rezbehdash,47699.6530612245,18,4,C,0.54,7,3,4
rezonov,21885.9795918367,32,6,D,0.34,127,1,1
rfsantos1979,38452.4693877551,34,5,B,0.6,15,4,3
rfsimon,33560.6530612245,32,5,C,0.54,-82,3,3
rgavuygvozd,33427.1428571429,18,5,D,0.44,-43,2,2
rgdhr,42637.8571428571,22,4,B,0.48,-8,2,4
rgm_magi,46222.8979591837,6,2,A,0.68,104,4,4
rhasalgheti,46114.9591836735,34,4,D,0.36,52,1,4
rhbh,34244.4285714286,31,5,D,0.46,34,2,3
rheim,33556.4489795918,24,4,D,0.48,-60,2,3
rhettoric,16342.1020408163,23,4,B,0.44,-83,2,1
rhipaydegoya,24658.4081632653,26,5,B,0.46,28,2,1
riNat86,53690.8163265306,30,4,C,0.44,-73,2,4
rianhofman,35478.387755102,22,2,A,0.68,28,4,3
riar,32061.3265306122,28,5,D,0.34,24,1,2
ric1,26461.387755102,18,4,A,0.5,-2,3,2
ricapex,37075.6734693878,21,3,B,0.68,30,4,3
ricar10,47384.2857142857,32,5,B,0.42,-59,2,4
ricardodd,49324.6326530612,29,4,B,0.62,40,4,4
ricardodosanjos,38026.612244898,17,5,B,0.42,77,2,3
ricardolins2019BR,24720.387755102,31,4,B,0.36,15,1,1
ricardopmpr59,34545.612244898,6,2,A,0.68,-60,4,3
ricgaldame,39098.0408163265,15,3,B,0.42,13,2,3
rich1968,41279.5714285714,25,5,B,0.38,85,1,3
richardcr7,51344.0612244898,30,4,B,0.5,19,3,4
richardkevin,41300.693877551,26,4,B,0.5,38,3,3
richerich,38750.612244898,23,4,C,0.66,-62,4,3
rick2600,28005.5510204082,30,4,A,0.54,-5,3,2
rickmac,36547.5918367347,22,5,B,0.58,-52,4,3
ricmari88,50534.3469387755,22,4,C,0.62,13,4,4
ricococo,17612.3469387755,25,4,C,0.56,76,3,1
ridamo,17135.6530612245,31,5,B,0.32,11,1,1
riddlervillain,47091.306122449,31,4,C,0.6,-7,4,4
rider5,37425.7551020408,23,5,B,0.42,11,2,3
ridvandusova,22557.8979591837,28,4,B,0.6,47,4,1
riegery,14157.5306122449,19,3,C,0.56,-36,3,1
rifat76,35191.9183673469,26,4,C,0.56,-6,3,3
rigodon,21652.5714285714,20,4,C,0.54,9,3,1
rihanini,50641.6326530612,22,5,C,0.58,13,4,4
rikawise,44045.5510204082,28,4,B,0.6,37,4,4
rikiaditya,16075.8163265306,26,4,C,0.48,5,2,1
rikixampion,32588.1632653061,15,4,A,0.34,-18,1,2
rikudor,50180.5918367347,29,4,C,0.64,-130,4,4
riky8888,19215.7551020408,28,5,B,0.7,32,4,1
rima7174,22151.5714285714,10,4,A,0.68,33,4,1
rimadufu,25401.306122449,15,4,B,0.48,24,2,1
riminoooooooooooov,33458.6530612245,27,4,B,0.44,-55,2,2
rimoel,50354.9795918367,25,4,B,0.5,230,3,4
rimormach,37230.1224489796,17,2,A,0.66,16,4,3
rinar1,43659.5306122449,31,5,C,0.48,19,2,4
rincewind_999,41655.2040816326,23,4,B,0.46,-90,2,4
rint33,37350.9591836735,23,4,B,0.52,28,3,3
rio20,28158.1836734694,28,4,C,0.48,40,2,2
riokid,19573.0408163265,14,3,C,0.62,19,4,1
riolani,23776.3469387755,22,4,C,0.62,40,4,1
riomangasi,45910.306122449,33,4,C,0.46,-54,2,4
ripperthejack,37479.5102040816,23,4,B,0.34,2,1,3
ripvine,43197.6530612245,19,5,B,0.62,-12,4,4
riquet,21930.612244898,18,4,B,0.46,66,2,1
ris13,42857.2653061225,17,4,C,0.34,135,1,4
risaac2005,45432.2244897959,28,4,C,0.58,-82,4,4
rishabh246,32658.9591836735,32,3,C,0.64,14,4,2
rishabh88kumar,37236,31,4,B,0.54,-42,3,3
rishabhhkb,30033.7142857143,25,4,B,0.56,68,3,2
rishint,47636.8163265306,32,6,C,0.5,137,3,4
rishud19,9132.61224489796,20,4,C,0.48,17,2,1
riturajsaikia,21211.7755102041,32,5,B,0.58,17,4,1
rizabulbul,40024.5918367347,13,4,B,0.48,28,2,3
rizki_ridwan,41933.4081632653,17,4,C,0.52,-13,3,4
rizudi20,36816.2244897959,6,3,A,0.74,2,4,3
rjdg,22660.693877551,33,4,C,0.4,29,1,1
rjgomez1401,47359.3469387755,24,3,B,0.42,76,2,4
rjulians,24744.4489795918,32,4,D,0.36,45,1,1
rk10,38786.2448979592,19,4,C,0.54,-51,3,3
rkorebrits,25339.8775510204,22,4,B,0.58,11,4,1
rlbadelo,9181.61224489796,33,4,C,0.46,57,2,1
rlmo,46504.1428571429,21,4,B,0.58,93,4,4
rls59,48697.1020408163,23,4,A,0.36,44,1,4
rmanoka,26390.1632653061,28,4,D,0.4,16,1,2
rmatias84,40774,26,3,C,0.56,7,3,3
rminla,29948.0816326531,20,5,D,0.4,-16,1,2
rmirza,33509.7551020408,25,4,C,0.68,-115,4,3
rmlc,35888.6326530612,30,5,C,0.6,11,4,3
rmorais,47737.3265306122,25,4,B,0.58,53,4,4
rmorillo,46343.0204081633,25,4,C,0.62,25,4,4
rmrktony,52117.0408163265,10,3,A,0.68,51,4,4
rmsiq,41394.0816326531,20,4,C,0.62,-26,4,3
rna74,37694.0204081633,32,5,B,0.48,39,2,3
rnm1987,34437.612244898,24,4,C,0.6,-48,4,3
roadrunner1982,26122.2040816327,24,3,C,0.6,49,4,2
roadtochampionships,38829.0612244898,10,4,A,0.72,-43,4,3
roalme,39008.5918367347,12,3,C,0.58,15,4,3
robber23,26347.9387755102,28,5,B,0.46,4,2,2
robbiechess,30480.0816326531,13,3,D,0.44,-34,2,2
robbo15000,22110.8163265306,20,3,C,0.56,42,3,1
robbuschman,26473.2244897959,27,4,B,0.48,14,2,2
robert-axm,20855.8979591837,25,4,B,0.62,23,4,1
robertg6,43647.2857142857,15,4,A,0.54,-36,3,4
robertin,16453.9591836735,21,4,C,0.6,24,4,1
robertito2181,17498.2857142857,29,4,C,0.54,35,3,1
robertjackson,33031.306122449,19,5,C,0.36,97,1,2
robertoanibal1920,40565.9183673469,34,5,C,0.54,6,3,3
robertocirano,31517.693877551,41,5,C,0.56,-23,3,2
robertrip,36595.2040816326,20,4,A,0.58,-44,4,3
roblesgolf,35185.1632653061,31,4,C,0.48,-10,2,3
robmwc,17943.7959183673,22,4,D,0.38,-1,1,1
roboao,36584.4081632653,16,4,B,0.58,33,4,3
robotWizard9,26563.4081632653,5,2,A,0.68,56,4,2
robponte,47924.1224489796,18,3,B,0.52,-35,3,4
robson_ricardov,23711.1428571429,28,5,C,0.42,53,2,1
robus93,30138,21,4,A,0.76,37,4,2
robypown,35416.6530612245,23,5,B,0.56,-35,3,3
rocco0987,35973.9591836735,23,4,B,0.48,16,2,3
rocinanT,36135.1224489796,24,5,C,0.46,50,2,3
rociotogar,27059.4693877551,21,5,B,0.38,43,1,2
rockaid,33775.7959183674,31,4,C,0.54,144,3,3
rockday,51793.8367346939,25,4,B,0.4,-12,1,4
rockerdelico,12238.8367346939,5,2,A,0.68,30,4,1
rockystar,33505.6530612245,38,5,C,0.52,38,3,3
rodactis,42372.4081632653,28,5,C,0.66,50,4,4
rodchrysler,10848.4489795918,22,4,C,0.6,25,4,1
roderick1977,30881.3265306122,29,5,B,0.42,43,2,2
rodf,23801.2448979592,21,4,C,0.52,-9,3,1
rodrigo_1392,28295.0612244898,21,3,A,0.64,-19,4,2
rodrigo_viana,37892.0408163265,29,5,A,0.4,63,1,3
rodrigocpj,38646.2653061225,30,3,B,0.6,94,4,3
rodriguez_ms,38889.2244897959,26,4,C,0.64,110,4,3
rodrinsky10,19458.612244898,30,4,B,0.54,2,3,1
rods28,19628.4081632653,21,4,B,0.46,-22,2,1
rodstriker,36105.9795918367,15,4,A,0.42,21,2,3
rodx,23205.4897959184,15,3,B,0.48,36,2,1
roflmao467,42008.7551020408,26,5,C,0.54,25,3,4
rofson,23228.5102040816,16,4,C,0.72,-12,4,1
rogI14,49223.7346938775,21,4,C,0.52,-77,3,4
rogeriotsilva,38388.4693877551,31,4,B,0.3,-4,1,3
rogie_saing,17531.2653061224,26,4,C,0.48,55,2,1
rogierverkaik,43036.1020408163,17,4,B,0.34,27,1,4
rohanhingmire2018,50130.0612244898,27,5,B,0.4,31,1,4
rohansawant2111,17602.0408163265,27,5,B,0.42,171,2,1
rohansinghjain,39052.2040816326,33,5,B,0.34,-64,1,3
rohit1997,28798.5714285714,23,4,D,0.36,0,1,2
rohith2112,35167.6734693878,27,4,C,0.58,76,4,3
rohitpol00,38699,26,5,C,0.64,-142,4,3
rohitsahu93,31775.4693877551,34,4,B,0.56,40,3,2
rokadeplayer,35249.0816326531,22,4,C,0.5,61,3,3
rokmanu,14123.5714285714,27,5,A,0.5,-15,3,1
rokorocks,33231.1836734694,24,4,D,0.42,63,2,2
roland974,24714.8775510204,24,5,A,0.36,78,1,1
rolandbe,31858.4693877551,20,3,C,0.7,-29,4,2
rolandfrank,26456.1224489796,14,3,B,0.54,-21,3,2
role11,15858.7142857143,12,3,B,0.54,-49,3,1
rolfbateman,16875.4897959184,27,4,C,0.62,-150,4,1
rollland,14947.7346938776,19,4,B,0.72,76,4,1
rolly246,50819.1632653061,34,4,C,0.52,-16,3,4
rolwe,33431.8163265306,21,4,B,0.56,-15,3,2
romalincoln,26936.0816326531,27,4,B,0.44,-65,2,2
roman_m,23460.4081632653,29,4,C,0.56,46,3,1
romanhollander,27894.7142857143,38,4,C,0.5,34,3,2
romat,24651.8367346939,32,4,C,0.4,65,1,1
romdaba62,31759.4489795918,1,1,A,1,-52,4,2
romeobrice,21388.5714285714,5,2,A,0.66,60,4,1
romildojuliano,31152.4285714286,38,5,B,0.5,-38,3,2
ronaldo98,38852.6326530612,22,4,A,0.48,53,2,3
ronaldomponte,30343.306122449,21,3,C,0.64,7,4,2
rondesol,26251.7959183673,31,5,A,0.36,-76,1,2
rondevinola,24803.8979591837,17,4,D,0.42,-58,2,1
roneymagalhaes,22375.5510204082,30,5,B,0.5,-29,3,1
ronibintang,24543.7959183673,29,6,A,0.42,-11,2,1
ronicashundure,20488.7755102041,29,4,C,0.52,-52,3,1
ronilson-silva38,36567.3673469388,28,4,B,0.36,9,1,3
ronky35,34310.8163265306,22,4,C,0.6,-76,4,3
ronlam,26700.8571428571,25,4,C,0.52,-54,3,2
ronvandenbeuken,42224.8367346939,23,3,C,0.38,75,1,4
ronvio,48248.2448979592,35,4,C,0.52,-1,3,4
ronyboy,39047.7346938775,28,4,C,0.42,-183,2,3
ronyh,24558.1428571429,18,4,C,0.72,-72,4,1
ronysantiandy,28405.6530612245,28,5,B,0.38,-23,1,2
roohollahrm,18365.0408163265,5,2,A,0.56,-18,3,1
rookieGM4all,28528.5714285714,22,4,C,0.72,-84,4,2
rookiejackal,29480.1224489796,26,4,B,0.46,-50,2,2
rooksolidly,38507.7755102041,36,4,C,0.56,-68,3,3
rooky_balboa,47342.9591836735,22,4,B,0.58,44,4,4
roonnne,16690.693877551,23,5,C,0.52,-30,3,1
roozha,20388,18,4,B,0.62,-11,4,1
ropes07,37279.1632653061,30,4,C,0.68,16,4,3
ropropret,32806.0612244898,20,4,B,0.56,52,3,2
roque_maior,40198.5102040816,20,4,C,0.38,34,1,3
rorami2001,40237.5510204082,21,4,C,0.36,-26,1,3
rosa3756,24217.0612244898,17,3,B,0.48,-35,2,1
rose_scent,19265.4081632653,27,5,C,0.6,16,4,1
rosebud64,42311,25,4,C,0.46,81,2,4
roseca58,22642.0816326531,19,5,A,0.62,133,4,1
roski2,20442.0612244898,36,5,C,0.52,94,3,1
rosnbrgd,17560.1836734694,23,4,C,0.5,-101,3,1
rostov_5oldat,21776.1632653061,24,4,A,0.46,-64,2,1
rotarualexander,45234.1632653061,9,3,A,0.66,-64,4,4
rotbusch89,36924.8979591837,21,4,C,0.58,57,4,3
rotessofa,51479.0816326531,22,4,C,0.62,52,4,4
rotorrotorrotor,36299.4081632653,24,4,C,0.7,-37,4,3
rotschwarzstern,26819.6530612245,26,4,C,0.44,-6,2,2
rottenrook1,45836.4081632653,32,5,B,0.48,60,2,4
roua,18304.9591836735,17,4,C,0.7,37,4,1
roverto_88,26265.4897959184,26,5,D,0.4,134,1,2
rowannel,23090.3673469388,29,5,D,0.3,27,1,1
rowch,40195.7346938775,30,5,C,0.56,9,3,3
roxy291076,47565.4489795918,16,4,B,0.54,154,3,4
royalty1459,51697.5306122449,10,3,B,0.56,-54,3,4
royasoolin,19284.8775510204,29,4,D,0.4,-7,1,1
royee24,44885.306122449,26,5,B,0.56,32,3,4
roygonzalez37,44901.4693877551,26,5,B,0.56,35,3,4
rozis,14160.9795918367,20,4,C,0.6,-19,4,1
rozita_ft,48223.612244898,21,4,D,0.48,-4,2,4
rp12345,37818.2448979592,30,5,B,0.54,47,3,3
rr244,40372.387755102,27,5,C,0.38,35,1,3
rr90ml,27892.2040816327,7,3,A,0.62,-72,4,2
rrahimi,33866.2244897959,30,5,B,0.4,59,1,3
rraj9595,28070.9591836735,29,4,C,0.56,-6,3,2
rrajedrez,29028.7346938776,38,6,B,0.5,22,3,2
rrakja,41081.1224489796,27,5,A,0.6,-13,4,3
rrayeee,38707.1428571429,19,4,D,0.44,46,2,3
rrge,49231.387755102,30,4,A,0.76,-34,4,4
rrolis303,40556.612244898,20,5,B,0.44,-11,2,3
rsantoc27,26810.5306122449,22,4,A,0.4,4,1,2
rseriy,40931.3673469388,25,4,C,0.58,-1,4,3
rsharma115,38783.2857142857,25,4,B,0.52,-22,3,3
rsiemon,37014.387755102,26,4,C,0.52,-27,3,3
rslan2020,46047.612244898,32,4,C,0.46,-94,2,4
rsmoule,32343.7551020408,28,4,D,0.52,27,3,2
rsydor,46842.9795918367,21,4,B,0.52,-8,3,4
rt45,42421.7755102041,23,5,C,0.46,-4,2,4
rtonge,33369.4285714286,26,4,D,0.34,-31,1,2
rubberman23,25169.7755102041,27,5,C,0.6,-21,4,1
ruben197609,21179.7346938776,24,5,B,0.56,-66,3,1
rubencarmelo,15274.8775510204,23,4,C,0.68,-17,4,1
rubenpool_3,29937.7346938776,20,3,B,0.52,39,3,2
rubensgaucho,38548.7551020408,30,4,B,0.46,-39,2,3
rubi2,1507.51020408163,19,4,A,0.52,-53,3,1
rubicon9,38831.9183673469,25,4,B,0.5,34,3,3
rubicscube10,10883.8571428571,34,6,D,0.42,63,2,1
ruburtu69,39919.9387755102,20,4,C,0.52,-11,3,3
rubystones,15958.4081632653,32,5,C,0.44,8,2,1
rucamzu,35943.306122449,26,4,B,0.7,-22,4,3
rucho17,27113.3469387755,34,5,B,0.3,67,1,2
rudenvas,11929.6530612245,22,4,B,0.4,-14,1,1
rudi3105,49519.7346938775,19,4,A,0.5,-74,3,4
rudio7,28273.7755102041,31,4,B,0.54,-16,3,2
rudy8989,16004.2448979592,24,4,B,0.54,15,3,1
rudyov,31822.8571428571,29,5,B,0.66,81,4,2
rudyschaakt,39711.7346938775,10,2,B,0.52,-71,3,3
ruggedhead09,33036.7346938776,30,4,C,0.44,-16,2,2
ruhatiyaarjun,46377.0612244898,31,4,C,0.62,19,4,4
ruin8421,40729.2857142857,28,4,C,0.62,18,4,3
ruinzao,45442.5306122449,29,4,B,0.52,79,3,4
ruknet,32032.4897959184,25,5,C,0.58,24,4,2
rulomuebles,43880.5102040816,10,3,A,0.58,7,4,4
rulon1502,40381.6530612245,23,4,B,0.52,-15,3,3
rumbo50,33216.693877551,22,5,A,0.34,-34,1,2
runamuck,49269.7142857143,34,5,B,0.32,59,1,4
runforgold,30411.0612244898,15,3,D,0.5,-71,3,2
runner68,32697.5306122449,30,5,B,0.56,0,3,2
runningchessplayer,34358.9387755102,31,5,B,0.4,-20,1,3
rupeshdvc,32171.2448979592,24,3,B,0.54,28,3,2
rupeshhagir,30711.0408163265,22,5,C,0.5,-164,3,2
rurounikoen,42521.1836734694,20,4,C,0.4,-35,1,4
rurua1978,34981.4897959184,29,4,C,0.56,-9,3,3
rus36,26283.612244898,19,4,B,0.52,110,3,2
ruscomp,36995.2448979592,8,2,A,0.76,-22,4,3
rushbcycabliat,31633.3265306122,29,4,C,0.64,27,4,2
rushhour76,28355.5714285714,15,4,A,0.66,-25,4,2
rushu,45145.5918367347,30,4,D,0.5,37,3,4
ruslanand,47324.9591836735,22,3,B,0.42,47,2,4
ruslanche1990,49186.5306122449,16,4,B,0.5,67,3,4
ruslandag05,12798.2857142857,36,5,C,0.34,83,1,1
ruslopuslo,24757.306122449,30,4,D,0.48,-45,2,1
russsbusss,24812.8571428571,32,4,C,0.5,-53,3,1
rustazeo,47799.4081632653,17,3,A,0.36,-19,1,4
rusuj,44041.8571428571,24,4,B,0.42,-67,2,4
rutinhaluz,22677.306122449,16,3,C,0.36,-8,1,1
rutuj,44562.3469387755,33,5,A,0.28,-84,1,4
ruzgarokan0,38847.5510204082,26,5,B,0.34,-72,1,3
rvasten,44372.1428571429,22,3,B,0.6,32,4,4
rvrv,44928.2857142857,29,4,B,0.54,-333,3,4
ryan_hartnett,44968.4489795918,27,3,C,0.46,33,2,4
ryan_r_karim,33257.2040816326,22,4,B,0.46,-60,2,2
ryanbal,32307.9387755102,29,4,C,0.6,40,4,2
ryanuk,27739.0408163265,30,5,C,0.44,-40,2,2
ryanwchen,49480.0408163265,17,3,A,0.44,13,2,4
ryavic,36410.1428571429,28,4,C,0.56,17,3,3
rymon,40008.5306122449,25,5,B,0.4,86,1,3
ryndin-sergei,35232.9183673469,12,5,A,0.52,1,3,3
ryomivasalama2,30229.1428571429,18,3,A,0.36,-46,1,2
ryu_fighter,43428.4081632653,31,4,C,0.6,29,4,4
ryvar,38019.8163265306,33,4,B,0.5,79,3,3
rzk1992,49467.4897959184,32,5,A,0.32,11,1,4
s-musiyiwa,28155.5306122449,23,4,C,0.56,111,3,2
s177ch_acc,27102.9183673469,22,4,B,0.54,-22,3,2
s2006capablanca,32571.0408163265,36,5,B,0.4,69,1,2
s3alwind,29494.9387755102,19,4,B,0.6,-34,4,2
s5275671,18472.9183673469,27,3,C,0.5,-10,3,1
s716,16788.1428571429,26,4,C,0.42,18,2,1
s99226shad,42334.0612244898,43,5,B,0.3,91,1,4
s_paulack,39156.1428571429,21,4,B,0.38,26,1,3
s_viktorov,45963.0816326531,27,5,B,0.58,47,4,4
sa1975,31533.9795918367,16,4,C,0.48,18,2,2
saab3,44596.8979591837,24,4,C,0.76,67,4,4
saad2222,47258.9591836735,19,4,C,0.76,49,4,4
saad76,17619.8571428571,31,4,C,0.38,41,1,1
saadapohasa111,29376.8979591837,24,5,B,0.5,31,3,2
saadatfard,51348.1224489796,22,3,C,0.46,-26,2,4
saaedasaad,16389.7346938776,22,4,B,0.42,-19,2,1
sabareesh_sun,40676.0816326531,16,4,D,0.36,34,1,3
saber4318,12803,20,4,C,0.64,9,4,1
saberi90,46000.6734693878,26,4,A,0.46,-23,2,4
sabermostafa,29906.7142857143,26,4,C,0.48,11,2,2
sabersparrow,30825.1020408163,23,4,C,0.38,-1,1,2
sabriel,35200.4489795918,34,4,B,0.42,5,2,3
sabtom,37081.3469387755,17,4,A,0.6,58,4,3
sachakir,53204.5306122449,32,4,C,0.44,-103,2,4
sachania_13,18738.5714285714,20,4,B,0.6,-42,4,1
sad2409,26464.2244897959,14,4,B,0.54,-108,3,2
sadasukh,39041.9183673469,13,3,B,0.58,67,4,3
saddam80,24853.5714285714,29,3,C,0.52,114,3,1
sadegh021,48336.2448979592,29,4,B,0.56,41,3,4
sadewni,45762.6530612245,20,5,A,0.68,33,4,4
sadikiboom,24252.4489795918,35,5,C,0.52,-10,3,1
sadiqhabeeb,32991.6530612245,26,5,C,0.52,-24,3,2
sadranaghizadeh,44094.2448979592,21,4,B,0.4,-120,1,4
saebalo,41372.0204081633,20,4,B,0.38,9,1,3
saeed136200,10617.3265306122,17,3,C,0.76,-35,4,1
saeed5000,41503.7142857143,31,5,B,0.44,45,2,3
saeedfarahani,48089.2653061225,20,4,C,0.38,-11,1,4
saeednasr1,26075.4693877551,26,4,B,0.4,75,1,2
saeedpasargad,19701.4693877551,26,3,C,0.62,-109,4,1
saeedshiraz333,37937.4081632653,26,4,C,0.48,6,2,3
saeidyari,30025.7755102041,26,4,B,0.48,-23,2,2
saesai,38330.7346938775,25,5,C,0.48,31,2,3
safarovfuad,51349.8163265306,25,4,C,0.46,242,2,4
safinah,35021.6530612245,21,4,C,0.54,14,3,3
safvan,26377.2653061224,22,3,C,0.56,-49,3,2
sagaca,29441.0204081633,22,4,C,0.7,-44,4,2
sagalakoviskander,40838.8571428571,16,4,B,0.54,-3,3,3
sagart,24584.9387755102,14,4,A,0.36,-29,1,1
sager-maan,53218.0816326531,19,5,B,0.6,-11,4,4
saggii,36615.7959183674,30,4,B,0.54,4,3,3
sagnik89,51135.9795918367,35,5,D,0.42,2,2,4
sago57,31211.1836734694,29,5,A,0.44,-64,2,2
sagrov,31666.9387755102,27,6,B,0.56,-5,3,2
sahakyanvahan,20134.4693877551,26,4,C,0.6,-23,4,1
sahardan,17732.7755102041,33,4,C,0.6,62,4,1
saheed88,21521.3673469388,34,5,D,0.34,-46,1,1
sahidgahdez,35020.7346938775,23,4,B,0.58,65,4,3
sahihai,20883.4897959184,33,4,C,0.58,15,4,1
sahinbayar,41231.4285714286,24,4,C,0.48,-74,2,3
sahinsa52,25126.6530612245,17,3,C,0.68,-40,4,1
sahmeranisa,17401.5714285714,25,4,B,0.46,19,2,1
sahy31,32549.8775510204,26,3,C,0.58,124,4,2
saiap111,43279.8775510204,18,4,B,0.62,51,4,4
saiataoi,53265.7142857143,26,5,A,0.58,68,4,4
saibalmajumder99,34531.8163265306,28,4,B,0.48,-66,2,3
saidacar,44133.2040816326,30,4,C,0.58,5,4,4
saidmohaghegh77,39792.8775510204,21,4,C,0.56,6,3,3
saidos19,23039.4693877551,17,5,D,0.34,-31,1,1
saidou97,32492.1020408163,23,3,C,0.52,-60,3,2
saidscort,43285.4285714286,18,4,A,0.28,-1,1,4
saied9591,21541.6530612245,23,4,C,0.54,58,3,1
saifaljaddah,30619.9795918367,15,4,B,0.56,-28,3,2
saikrishnarudra,23212.0816326531,19,3,A,0.58,-22,4,1
